qid,pipeline,question,ground_truth_answer,generated_answer,context,retrieved_doc_contents,tool_used,latency_s,latency_cached_s,nv_accuracy,answer_relevancy
10,our_rag,"Năm 2022, ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt) lấy điểm chuẩn như thế nào?","Vào năm 2022, điểm trúng tuyển cho ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt) là 25.75 điểm.","| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7480108V | Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt) | 25.75 |","[""   ma_nganh                                      ten_nganh   diem\n0  7480108V  Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt)  25.75""]",[],text2sql,16.39,0.338,1.0,0.8001882186800299
11,our_rag,Xin hỏi điểm chuẩn ngành Sư phạm công nghệ (đào tạo bằng tiếng Việt) năm 2025?,Điểm trúng tuyển ngành Sư phạm công nghệ (đào tạo bằng tiếng Việt) năm 2025 được xác định là 26.79 điểm.,"| ma_nganh | ten_nganh                                      | nam  | diem  | khoa                       |
|----------|------------------------------------------------|------|-------|----------------------------|
| 7140246V | Sư phạm công nghệ (đào tạo bằng tiếng Việt)   | 2025 | 26.79 | VIỆN SƯ PHẠM KỸ THUẬT     |","[""   ma_nganh                                    ten_nganh   nam   diem                   khoa\n0  7140246V  Sư phạm công nghệ (đào tạo bằng tiếng Việt)  2025  26.79  VIỆN SƯ PHẠM KỸ THUẬT""]",[],text2sql,16.384,0.512,1.0,0.846324227335366
12,our_rag,Ngành Luật (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là bao nhiêu?,"Theo dữ liệu tuyển sinh, ngành Luật (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là 24.73 điểm.","| Ngành | Năm | Điểm chuẩn |
|---|---:|---:|
| Luật (đào tạo bằng tiếng Việt) | 2025 | 24.73 |","[""   ma_nganh                       ten_nganh   nam   diem                    khoa\n0  7380101V  Luật (đào tạo bằng tiếng Việt)  2025  24.73  KHOA CHÍNH TRỊ VÀ LUẬT""]",[],text2sql,11.817,0.204,1.0,0.867867135919748
13,our_rag,Điểm chuẩn ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt) năm 2023 là bao nhiêu?,Điểm trúng tuyển ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt) năm 2023 là 26.9 điểm.,"| diem |
|------|
| 26.9 |","[""   diem\n0  26.9""]",[],text2sql,15.259,0.204,1.0,0.7480012763202208
14,our_rag,Ngành An toàn thông tin (đào tạo bằng tiếng Việt) năm 2025 yêu cầu mức điểm bao nhiêu?,"Theo bảng điểm, ngành An toàn thông tin (đào tạo bằng tiếng Việt) năm 2025 yêu cầu mức điểm trúng tuyển là 26 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7480202V | An toàn thông tin (đào tạo bằng tiếng Việt) | 2025 | 26.0 | KHOA CÔNG NGHỆ THÔNG TIN |","[""   ma_nganh                                    ten_nganh   nam  diem                      khoa\n0  7480202V  An toàn thông tin (đào tạo bằng tiếng Việt)  2025  26.0  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,14.617,0.321,1.0,0.8039926900924024
15,our_rag,Cho biết điểm chuẩn năm 2024 của ngành Sư phạm tiếng Anh (CTĐT Tiếng Việt)?,Điểm trúng tuyển ngành Sư phạm tiếng Anh (CTĐT Tiếng Việt) năm 2024 là 27.5 điểm.,"| ma_nganh | ten_nganh | diem | khoa |
| --- | --- | ---: | --- |
| 7140231V | Sư phạm tiếng Anh (CTĐT Tiếng Việt) | 27.5 | KHOA NGOẠI NGỮ |","[""   ma_nganh                            ten_nganh  diem            khoa\n0  7140231V  Sư phạm tiếng Anh (CTĐT Tiếng Việt)  27.5  KHOA NGOẠI NGỮ""]",[],text2sql,12.807,0.203,1.0,0.7662100586981015
16,our_rag,Ngành Vật lý kỹ thuật (định hướng công nghệ bán dẫn...) (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,"Ngành Vật lý kỹ thuật (định hướng công nghệ bán dẫn và cảm biến, đo lường) năm 2025 có điểm chuẩn là 28.65 điểm.","| ten_nganh | nam | diem |
|---|---|---|
| Vật lý kỹ thuật (định hướng công nghệ bán dẫn và cảm biến, đo lường) (đào tạo bằng tiếng Việt) | 2025 | 28.65 |","[""   ma_nganh                                                                                       ten_nganh   nam   diem\n0  7520401V  Vật lý kỹ thuật (định hướng công nghệ bán dẫn và cảm biến, đo lường) (đào tạo bằng tiếng Việt)  2025  28.65""]",[],text2sql,18.204,0.5,1.0,0.8089311822642372
17,our_rag,Mức điểm chuẩn của ngành Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,"Theo dữ liệu, điểm trúng tuyển ngành Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Việt) năm 2025 là 28.35 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510401V | Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Việt) | 2025 | 28.35 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẤM |","[""   ma_nganh                                             ten_nganh   nam   diem                                 khoa\n0  7510401A   Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Anh)  2025  24.10  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n1  7510401V  Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Việt)  2025  28.35  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,16.684,0.337,1.0,0.8146088826571352
18,our_rag,Ngành Kỹ thuật dữ liệu (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn bao nhiêu?,Điểm trúng tuyển của ngành Kỹ thuật dữ liệu (đào tạo bằng tiếng Việt) năm 2025 được công bố là 26.1 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7480203V | Kỹ thuật dữ liệu (đào tạo bằng tiếng Việt) | 2025 | 26.1 | KHOA CÔNG NGHỆ THÔNG TIN |","[""   ma_nganh                                   ten_nganh   nam  diem                      khoa\n0  7480203V  Kỹ thuật dữ liệu (đào tạo bằng tiếng Việt)  2025  26.1  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,14.562,0.202,1.0,0.8258569953458611
19,our_rag,"Năm 2024, ngành Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Theo thông tin tuyển sinh, ngành Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) năm 2024 có điểm chuẩn là 22.22 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
| --- | --- | ---: | ---: | --- |
| 7510106V | Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) | 2024 | 22.22 | KHOA XÂY DỰNG |","[""   ma_nganh                                                ten_nganh   nam   diem           khoa\n0  7510106V  Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt)  2024  22.22  KHOA XÂY DỰNG""]",[],text2sql,18.815,0.337,1.0,0.825689953482679
20,our_rag,Ngành Công nghệ Kỹ thuật cơ khí (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là bao nhiêu?,Điểm trúng tuyển của ngành Công nghệ Kỹ thuật cơ khí (đào tạo bằng tiếng Việt) năm 2025 là 26.45 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ Kỹ thuật cơ khí (đào tạo bằng tiếng Việt) | 2025 | 26.45 |","[""     ma_nganh                                                                                                   ten_nganh   nam   diem                     khoa\n0    7510201A                                                          Công nghệ Kỹ thuật cơ khí (đào tạo bằng tiếng Anh)  2025  23.64  KHOA CƠ KHÍ CHẾ TẠO MÁY\n1   7510201BP                                                Công nghệ Kỹ thuật cơ khí (đào tạo tại phân hiệu Bình Phước)  2025  23.37  KHOA CƠ KHÍ CHẾ TẠO MÁY\n2  7510201TDA  Chương trình đào tạo Cơ khí – Tự động Hóa (thuộc ngành Công nghệ Kỹ thuật Cơ khí) (đào tạo bằng tiếng Anh)  2025  23.37  KHOA CƠ KHÍ CHẾ TẠO MÁY\n3    7510201V                                                         Công nghệ Kỹ thuật cơ khí (đào tạo bằng tiếng Việt)  2025  26.45  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,22.643,0.338,1.0,0.8206368190809571
21,our_rag,Cho tôi hỏi điểm chuẩn ngành Ngôn ngữ Anh (đào tạo bằng tiếng Việt) năm 2025?,"Theo dữ liệu, điểm trúng tuyển ngành Ngôn ngữ Anh (đào tạo bằng tiếng Việt) năm 2025 là 26.6 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7220201V | Ngôn ngữ Anh (đào tạo bằng tiếng Việt) | 2025 | 26.6 | KHOA NGOẠI NGỮ |","[""    ma_nganh                                        ten_nganh   nam  diem            khoa\n0  7220201BP  Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước)  2025  24.0  KHOA NGOẠI NGỮ\n1   7220201V           Ngôn ngữ Anh (đào tạo bằng tiếng Việt)  2025  26.6  KHOA NGOẠI NGỮ""]",[],text2sql,17.254,0.2,1.0,0.8242718837680719
22,our_rag,"Năm 2023, điểm trúng tuyển ngành Kỹ thuật dữ liệu (CTĐT Tiếng Việt) là bao nhiêu?",Điểm trúng tuyển của ngành Kỹ thuật dữ liệu (CTĐT Tiếng Việt) vào năm 2023 là 26.81 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Kỹ thuật dữ liệu (CTĐT Tiếng Việt) | 2023 | 26.81 |","[""   ma_nganh                           ten_nganh   nam   diem                      khoa\n0  7480203V  Kỹ thuật dữ liệu (CTĐT Tiếng Việt)  2023  26.81  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,12.822,0.199,1.0,0.8064667846908508
23,our_rag,Ngành Công nghệ thông tin (đào tạo tại phân hiệu Bình Phước) năm 2025 lấy bao nhiêu điểm?,"Theo bảng điểm chuẩn, ngành Công nghệ thông tin (đào tạo tại phân hiệu Bình Phước) năm 2025 là 24.75 điểm.",Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,15.306,0.341,0.0,0.0
24,our_rag,Điểm chuẩn ngành Kế toán (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,"Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Kế toán (đào tạo bằng tiếng Việt) năm 2025 là 23.65 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7340301V | Kế toán (đào tạo bằng tiếng Việt) | 2025 | 23.65 | KHOA KINH TẾ |","[""   ma_nganh                          ten_nganh   nam   diem          khoa\n0  7340301V  Kế toán (đào tạo bằng tiếng Việt)  2025  23.65  KHOA KINH TẾ""]",[],text2sql,18.313,0.215,1.0,0.8121916778978492
25,our_rag,"Năm 2024, điểm chuẩn ngành Công nghệ Kỹ thuật in (CTĐT Tiếng Việt) là bao nhiêu?","Trong năm 2024, ngành Công nghệ kỹ thuật in (CTĐT Tiếng Việt) có mức điểm chuẩn là 22 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---|---|---|
| 7510801V | Công nghệ kỹ thuật in (CTĐT Tiếng Việt) | 2024 | 22.0 | KHOA IN VÀ TRUYỀN THÔNG |","[""   ma_nganh                                ten_nganh   nam  diem                     khoa\n0  7510801V  Công nghệ kỹ thuật in (CTĐT Tiếng Việt)  2024  22.0  KHOA IN VÀ TRUYỀN THÔNG""]",[],text2sql,14.141,0.213,1.0,0.8594273424906763
26,our_rag,Ngành Quản trị kinh doanh (đào tạo bằng tiếng Việt) năm 2025 lấy điểm chuẩn bao nhiêu?,Ngành Quản trị kinh doanh (đào tạo bằng tiếng Việt) năm 2025 lấy điểm trúng tuyển là 24.74 điểm.,"| ma_nganh | ten_nganh | diem | khoa |
|---|---|---|---|
| 7340101V | Quản trị kinh doanh (đào tạo bằng tiếng Việt) | 24.74 | KHOA KINH TẾ |","[""   ma_nganh                                      ten_nganh   diem          khoa\n0  7340101V  Quản trị kinh doanh (đào tạo bằng tiếng Việt)  24.74  KHOA KINH TẾ""]",[],text2sql,17.679,0.21,1.0,0.7773604697474733
27,our_rag,Cho tôi biết điểm chuẩn ngành Tâm lý học giáo dục (đào tạo bằng tiếng Việt) năm 2025?,Điểm trúng tuyển của ngành Tâm lý học giáo dục (đào tạo bằng tiếng Việt) năm 2025 là 25.18 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, diem, nam, khoa]\nIndex: []""]",[],text2sql,15.161,0.274,0.0,0.0
28,our_rag,Ngành Công nghệ truyền thông (Truyền thông số...) năm 2025 có điểm chuẩn là bao nhiêu?,Điểm trúng tuyển ngành Công nghệ truyền thông (Truyền thông số và Công nghệ đa phương tiện) năm 2025 là 26.5 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ truyền thông (Truyền thông số và Công nghệ đa phương tiện) (đào tạo bằng tiếng Việt) | 2025 | 26.5 |","[""   ma_nganh                                                                                       ten_nganh   nam  diem\n0  7320106V  Công nghệ truyền thông (Truyền thông số và Công nghệ đa phương tiện) (đào tạo bằng tiếng Việt)  2025  26.5""]",[],text2sql,16.395,0.21,1.0,0.8383857241424507
29,our_rag,"Năm 2022, ngành Thương mại điện tử (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Theo dữ liệu, điểm chuẩn ngành Thương mại điện tử (CTĐT Tiếng Việt) năm 2022 là 26 điểm.","| ma_nganh | ten_nganh                                   | nam  | diem | khoa          |
|----------|----------------------------------------------|------|------|---------------|
| 7340122V | Thương mại điện tử (CTĐT Tiếng Việt)         | 2022 | 26.0 | KHOA KINH TẾ  |","[""   ma_nganh                             ten_nganh   nam  diem          khoa\n0  7340122V  Thương mại điện tử (CTĐT Tiếng Việt)  2022  26.0  KHOA KINH TẾ""]",[],text2sql,18.485,0.423,1.0,0.8270400710812739
30,our_rag,Điểm chuẩn ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) năm 2023 là bao nhiêu?,"Vào năm 2023, ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) có điểm trúng tuyển là 26.65 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510205V | Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) | 2023 | 26.65 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                  ten_nganh   nam   diem                  khoa\n0  7510205V  Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt)  2023  26.65  KHOA CƠ KHÍ ĐỘNG LỰC\n1  7510205A   Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh)  2023  24.38  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,15.475,0.228,1.0,0.8254922794790573
31,our_rag,Ngành Công nghệ tài chính (đào tạo bằng tiếng Việt) năm 2025 có mức điểm chuẩn thế nào?,"Theo thông tin, điểm trúng tuyển ngành Công nghệ tài chính (đào tạo bằng tiếng Việt) năm 2025 là 24.7 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---|---|---|
| 7340205V | Công nghệ tài chính (đào tạo bằng tiếng Việt) | 2025 | 24.7 | KHOA KINH TẾ |","[""   ma_nganh                                      ten_nganh   nam  diem          khoa\n0  7340205V  Công nghệ tài chính (đào tạo bằng tiếng Việt)  2025  24.7  KHOA KINH TẾ""]",[],text2sql,14.461,0.206,1.0,0.8255204959601873
32,our_rag,Ngành Kế toán (đào tạo tại phân hiệu Bình Phước) năm 2025 lấy bao nhiêu điểm?,Điểm chuẩn ngành Kế toán (đào tạo tại phân hiệu Bình Phước) năm 2025 là 23.55 điểm.,"| Ngành | Năm | Điểm |
|---|---:|---:|
| Kế toán (đào tạo tại phân hiệu Bình Phước) | 2025 | 23.55 |","[""    ma_nganh                                   ten_nganh   nam   diem          khoa\n0  7340301BP  Kế toán (đào tạo tại phân hiệu Bình Phước)  2025  23.55  KHOA KINH TẾ""]",[],text2sql,26.448,0.352,1.0,0.907790142685716
33,our_rag,Xin cho biết điểm chuẩn ngành Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt) năm 2025?,"Theo bảng điểm, ngành Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt) năm 2025 lấy 26.45 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510302V | Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt) | 2025 | 26.45 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                                          ten_nganh   nam   diem                 khoa\n0  7510302A   Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Anh)  2025  24.20  KHOA ĐIỆN - ĐIỆN TỬ\n1  7510302N  Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Nhật)  2025  23.00  KHOA ĐIỆN - ĐIỆN TỬ\n2  7510302V  Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt)  2025  26.45  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,15.465,0.205,1.0,0.834309488247904
34,our_rag,"Năm 2024, điểm chuẩn ngành Logistics và quản lý chuỗi cung ứng (CTĐT Tiếng Việt) là bao nhiêu?",Điểm trúng tuyển của ngành Logistic và quản lý chuỗi cung ứng (CTĐT Tiếng Việt) năm 2024 là 25.21 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ten_nganh, nam, diem]\nIndex: []""]",[],text2sql,10.991,0.535,0.0,0.0
35,our_rag,Ngành Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh) năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh) năm 2025 là 25.45 điểm.,"| ma_nganh | ten_nganh                                                                 | nam  | diem  | khoa                    |
|----------|----------------------------------------------------------------------------|------:|------:|-------------------------|
| 7480108A | Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh)                       | 2025 | 25.45 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                             ten_nganh   nam   diem                 khoa\n0  7480108A  Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh)  2025  25.45  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,19.744,0.208,1.0,0.8450165220633528
36,our_rag,Cho tôi hỏi điểm trúng tuyển ngành Thiết kế thời trang (đào tạo bằng tiếng Việt) năm 2025?,"Theo dữ liệu, điểm chuẩn ngành Thiết kế thời trang (đào tạo bằng tiếng Việt) năm 2025 là 22.7 điểm.","|ma_nganh|ten_nganh|nam|diem|khoa|
|---:|---|---:|---:|---|
|7210404V|Thiết kế thời trang (đào tạo bằng tiếng Việt)|2025|22.7|KHOA THỜI TRANG VÀ DU LỊCH|","[""   ma_nganh                                      ten_nganh   nam  diem                        khoa\n0  7210404V  Thiết kế thời trang (đào tạo bằng tiếng Việt)  2025  22.7  KHOA THỜI TRANG VÀ DU LỊCH""]",[],text2sql,15.545,0.466,1.0,0.8106275007942069
