qid,pipeline,question,ground_truth_answer,generated_answer,context,retrieved_doc_contents,tool_used,latency_s,latency_cached_s,nv_accuracy,answer_relevancy
99,llm_only,Sinh viên dân tộc thiểu số vùng cao được trợ cấp bao nhiêu?,Sinh viên là người dân tộc thiểu số ở vùng cao sẽ nhận được mức trợ cấp là 100.000 đồng cho mỗi tháng.,"Chào bạn. Thông tin ngắn gọn:

HCMUTE thực hiện chính sách hỗ trợ theo các văn bản quy định của Nhà nước dành cho sinh viên dân tộc thiểu số, vùng cao, vì vậy “mức trợ cấp” không phải do nhà trường tự ấn định mà phụ thuộc vào loại chính sách và quy định hiện hành của Bộ, địa phương. Các hình thức hỗ trợ thường có:

- Ưu tiên trong tuyển sinh (điểm ưu tiên khu vực/dân tộc theo quy định tuyển sinh của Bộ GD&ĐT).  
- Miễn/giảm học phí hoặc hỗ trợ học phí cho đối tượng chính sách (ví dụ sinh viên thuộc hộ nghèo, hộ cận nghèo, diện chính sách dân tộc) theo các quy định hiện hành.  
- Các chương trình trợ cấp sinh hoạt hoặc học bổng hỗ trợ sinh viên dân tộc/ vùng khó khăn (mức tiền do Nhà nước hoặc nhà tài trợ/nhà trường quy định hàng năm).  
- Hỗ trợ về ký túc xá, ưu tiên chỗ ở, hoặc các suất học bổng xã hội từ nhà trường và các tổ chức.

Vì mức tiền (số tiền trợ cấp, tỷ lệ miễn giảm học phí, mức trợ cấp hàng tháng…) thay đổi theo từng năm và theo từng đối tượng (hộ nghèo, cận nghèo, diện chính sách dân tộc, vùng đặc biệt khó khăn…), để biết chính xác “được trợ cấp bao nhiêu” bạn nên:

1) Liên hệ trực tiếp Phòng Công tác Sinh viên / Ban Tuyển sinh HCMUTE để hỏi mức áp dụng cho năm nhập học của bạn.  
2) Chuẩn bị giấy tờ chứng minh: giấy tờ chứng nhận dân tộc, sổ hộ khẩu/giấy chứng nhận hộ nghèo hoặc giấy xác nhận vùng khó khăn của địa phương, giấy tờ cá nhân khác.  
3) Kiểm tra các thông báo tuyển sinh và chính sách hỗ trợ trên website chính thức của HCMUTE (hcmute.edu.vn) hoặc cổng tuyển sinh của trường.

Nếu bạn muốn, cho tôi biết: bạn ở dân tộc nào, thuộc tỉnh/thành và thuộc hộ nghèo hay không (hoặc bạn đang định nhập học năm nào)? Tôi có thể hướng dẫn cụ thể hơn về giấy tờ cần chuẩn bị và nơi liên hệ tại HCMUTE.",[],[],none,25.009,0.217,0.0,0.0
100,llm_only,Trợ cấp xã hội được cấp mấy tháng trong một học kỳ?,Khoản trợ cấp xã hội dành cho sinh viên sẽ được cấp 6 tháng cho mỗi học kỳ.,"Thông thường tại HCMUTE, trợ cấp xã hội cho sinh viên được chi trả 5 tháng trong một học kỳ (tức khoảng 5 tháng/học kỳ — 10 tháng/năm học). 

Lưu ý: Mức tháng và thời gian chi trả có thể khác nhau tùy theo loại trợ cấp, quy định của nhà trường hoặc quyết định của cơ quan quản lý (Sở/LĐTBXH). Để chắc chắn cho trường hợp cụ thể của bạn, hãy liên hệ Phòng Công tác Sinh viên HCMUTE hoặc kiểm tra thông báo/quyết định trợ cấp của nhà trường.",[],[],none,11.381,0.231,0.25,0.0
101,llm_only,Hệ sư phạm được hỗ trợ học phí trong bao lâu?,Sinh viên theo học hệ sư phạm sẽ được Nhà nước hỗ trợ học phí trong toàn bộ khóa học kéo dài 8 học kỳ chính.,"Thông thường tại các trường đào tạo sư phạm (bao gồm HCMUTE khi tuyển sinh theo chỉ tiêu sư phạm của Nhà nước), chính sách hỗ trợ học phí áp dụng trong suốt thời gian đào tạo chính quy của chương trình đó. Cụ thể:

- Đối với trình độ đại học sư phạm: hỗ trợ trong suốt chương trình đại học (thường 4 năm).  
- Đối với trình độ cao đẳng/ trung cấp sư phạm: hỗ trợ trong suốt thời gian đào tạo tương ứng (thường 2–3 năm tùy hệ).

Lưu ý quan trọng: việc được hỗ trợ (mức hỗ trợ, điều kiện, có yêu cầu cam kết công tác trong ngành Giáo dục hay không, v.v.) phụ thuộc vào tiêu chuẩn tuyển sinh và các quy định của Nhà nước tại thời điểm tuyển sinh cũng như quy định cụ thể của HCMUTE. Đề nghị bạn kiểm tra thông tin chính thức của trường hoặc liên hệ Phòng Tuyển sinh HCMUTE để được xác nhận, cập nhật năm tuyển sinh hiện tại và điều kiện kèm theo. Truy cập website chính thức của trường mục Tuyển sinh để xem hướng dẫn chi tiết.",[],[],none,15.438,0.353,0.25,0.0
102,llm_only,Sinh viên sư phạm có được hỗ trợ chi phí sinh hoạt không?,"Có, sinh viên sư phạm sẽ được hỗ trợ chi phí sinh hoạt hàng tháng nhưng thời gian nhận không quá 10 tháng mỗi năm.","Ngắn gọn: Không phải tất cả sinh viên sư phạm được hỗ trợ chi phí sinh hoạt một cách tự động, nhưng sinh viên sư phạm có thể được hưởng nhiều loại hỗ trợ nếu đủ điều kiện theo quy định của Nhà nước và chính sách của Trường.

Cụ thể bạn cần biết:

- Hỗ trợ theo chính sách ngành sư phạm của Nhà nước: Có những chương trình, chính sách hỗ trợ dành cho sinh viên đào tạo giáo viên (ví dụ hỗ trợ học phí, trợ cấp hàng tháng hoặc chính sách tuyển dụng và ưu đãi nếu cam kết về công tác tại vùng khó khăn). Tuy nhiên các hỗ trợ này thường có điều kiện (ký cam kết công tác, tuyển chọn theo chỉ tiêu, v.v.) và không áp dụng cho tất cả sinh viên sư phạm.

- Hỗ trợ theo chính sách trường (HCMUTE): Trường có các loại học bổng/khoản hỗ trợ như học bổng khuyến khích học tập, học bổng hoàn cảnh khó khăn, miễn/giảm học phí theo quy định, chương trình việc làm bán thời gian, vay vốn chính sách (Ngân hàng Chính sách Xã hội) và các hỗ trợ khác (kí túc xá, suất ăn giá rẻ…). Sinh viên sư phạm nếu đủ điều kiện có thể đăng ký các hỗ trợ này giống sinh viên các ngành khác.

- Hỗ trợ theo hoàn cảnh cá nhân: Sinh viên thuộc hộ nghèo, cận nghèo, con gia đình chính sách… thường được ưu tiên hỗ trợ, miễn/giảm học phí hoặc các khoản trợ giúp khác sau khi nộp hồ sơ chứng minh.

Thực tế và bước nên làm:

1. Kiểm tra thông tin chương trình đào tạo sư phạm bạn theo học (thông báo tuyển sinh hoặc quyết định chính sách kèm theo).  
2. Liên hệ Phòng Công tác Sinh viên hoặc Phòng Đào tạo của HCMUTE để hỏi cụ thể về các chính sách hỗ trợ áp dụng cho ngành sư phạm, điều kiện và thủ tục xin hỗ trợ.  
3. Chuẩn bị giấy tờ chứng minh hoàn cảnh (giấy xác nhận hộ nghèo/cận nghèo, giấy tờ chính sách nếu có), giấy nhập học/giấy báo trúng tuyển để nộp hồ sơ xin hỗ trợ.  
4. Tìm hiểu các học bổng và chương trình việc làm bán thời gian, ký túc xá của trường để chủ động giảm chi phí sinh hoạt.

Để được trả lời chính xác theo từng năm tuyển sinh và quy định hiện hành, bạn nên liên hệ trực tiếp với HCMUTE (trang chủ https://hcmute.edu.vn) hoặc Phòng Công tác Sinh viên của Trường — họ sẽ cung cấp danh mục hỗ trợ, điều kiện và hướng dẫn nộp hồ sơ. Nếu bạn muốn, cho tôi biết bạn học ngành nào (chuyên ngành sư phạm nào) và năm nhập học, tôi có thể hướng dẫn chi tiết hơn về khả năng được hỗ trợ và thủ tục cần chuẩn bị.",[],[],none,21.815,0.234,0.25,0.0
103,llm_only,Khi nào sinh viên sư phạm phải bồi hoàn kinh phí?,"Sinh viên sư phạm phải bồi hoàn kinh phí nếu chuyển ngành, thôi học hoặc sau 2 năm tốt nghiệp mà không công tác trong ngành giáo dục.","Chào bạn. Dưới đây là giải thích chung về các trường hợp sinh viên ngành sư phạm phải bồi hoàn kinh phí (theo nguyên tắc áp dụng cho các sinh viên được hưởng hỗ trợ/tuyển thẳng/chính sách nhà nước). Lưu ý: mức bồi hoàn, thời hạn phục vụ bắt buộc và các điều kiện chi tiết do hợp đồng/cam kết giữa sinh viên và nhà trường hoặc cơ quan tuyển dụng quy định — vì vậy bạn nên kiểm tra hợp đồng cụ thể hoặc hỏi trực tiếp HCMUTE/đơn vị đào tạo.

Khi nào phải bồi hoàn kinh phí
- Khi sinh viên được đào tạo có hỗ trợ (học bổng, miễn/giảm học phí, được cử đi đào tạo, hay thuộc diện đào tạo theo chỉ tiêu của Nhà nước) nhưng sau đó:
  - Rút khỏi chương trình hoặc bỏ học trước khi hoàn thành khoá mà không có lý do chính đáng (theo quy định hợp đồng).
  - Không thực hiện hoặc vi phạm cam kết phục vụ nghề sư phạm sau khi tốt nghiệp (ví dụ: không đi dạy tại nơi/đơn vị đã cam kết trong thời hạn bắt buộc).
  - Chuyển ngành/chuyển trường hoặc thay đổi sang công việc ngoài ngành sư phạm trong thời hạn phải phục vụ.
- Khi phát hiện gian lận, khai báo hồ sơ sai (ví dụ khai sai đối tượng ưu tiên, hộ nghèo…) dẫn đến hưởng chính sách trái quy định.
- Bị kỷ luật, buộc thôi học hoặc bị hủy quyết định trúng tuyển do vi phạm dẫn tới mất quyền hưởng chế độ đã được cấp.

Những điều thường quy định trong hợp đồng/cam kết
- Thời gian phục vụ bắt buộc sau tốt nghiệp (thường được ghi rõ, ví dụ 3–5 năm, nhưng con số cụ thể khác nhau tuỳ chương trình).
- Mức bồi hoàn: thường là toàn bộ hoặc một phần chi phí đào tạo/học bổng đã được hưởng; có thể quy định bồi hoàn theo tỉ lệ tương ứng với thời gian không phục vụ.
- Điều khoản miễn, giảm bồi hoàn trong trường hợp khách quan (bệnh tật, tai nạn, lực lượng bất khả kháng…) nếu có chứng cứ và được xét duyệt.

Bạn nên làm gì tiếp theo
1. Kiểm tra hợp đồng/cam kết bạn đã ký khi nhận chế độ (văn bản ghi rõ điều kiện và mức bồi hoàn).  
2. Liên hệ Phòng Công tác Sinh viên hoặc Phòng Đào tạo (hoặc bộ phận tuyển sinh/các khoa phụ trách ngành sư phạm của trường) để được giải thích cụ thể theo quy định của HCMUTE.  
3. Nếu cần, chuẩn bị hồ sơ chứng minh lý do chính đáng (giấy tờ y tế, quyết định hoãn, giấy tờ hoàn cảnh…) để xin xét miễn/giảm bồi hoàn.  

Nếu bạn muốn, cho biết: 1) bạn đang ở HCMUTE hay trường khác; 2) bạn thuộc diện được hỗ trợ nào (ví dụ: chỉ tiêu đào tạo Nhà nước, học bổng, miễn giảm học phí, cử đi học); 3) bạn đang gặp tình huống cụ thể (rút học, không muốn đi dạy, bị ốm…). Mình sẽ hướng dẫn cụ thể hơn hoặc giúp soạn câu hỏi để bạn gửi tới Phòng Công tác Sinh viên/HCMUTE.",[],[],none,23.336,0.343,0.25,0.0
104,llm_only,Mức hỗ trợ chi phí học tập cho SV dân tộc thiểu số hộ nghèo là bao nhiêu?,Mức hỗ trợ chi phí học tập dành cho sinh viên dân tộc thiểu số thuộc hộ nghèo bằng 60% mức lương cơ sở.,"Chào bạn. Về câu hỏi mức hỗ trợ chi phí học tập cho sinh viên dân tộc thiểu số thuộc hộ nghèo tại HCMUTE:

- HCMUTE thực hiện các chính sách hỗ trợ, miễn giảm học phí theo quy định của Nhà nước và Bộ Giáo dục & Đào tạo. Do đó “mức hỗ trợ” không phải do trường tự quy định độc lập mà tuân theo văn bản pháp luật (và có thể thay đổi theo từng năm học).
- Thông thường, sinh viên thuộc các đối tượng ưu đãi (dân tộc thiểu số, hộ nghèo, hộ cận nghèo, con thương binh liệt sĩ….) sẽ được hưởng các mức miễn, giảm hoặc hỗ trợ học phí theo quy định hiện hành (ví dụ: miễn 100% học phí hoặc giảm một phần tùy theo từng nhóm đối tượng và chính sách năm học). Tuy nhiên mức cụ thể cho năm tuyển sinh/năm học bạn quan tâm cần kiểm tra theo văn bản áp dụng của năm đó.

Để biết chính xác mức hỗ trợ hiện tại của HCMUTE cho đối tượng bạn nêu, bạn nên:
1. Kiểm tra mục Tuyển sinh/Chính sách học phí trên website chính thức của HCMUTE (thông báo chính sách năm tuyển sinh).  
2. Liên hệ trực tiếp Phòng Công tác Chính trị & Sinh viên hoặc Phòng Tuyển sinh của trường để được tư vấn cụ thể (thời hạn nộp hồ sơ chứng nhận đối tượng, hồ sơ cần nộp…).

Nếu bạn muốn, mình có thể:
- Hướng dẫn chi tiết các giấy tờ cần chuẩn bị (giấy chứng nhận hộ nghèo, sổ hộ khẩu, CMND/CCCD, xác nhận dân tộc...).  
- Soạn mẫu email hoặc kịch bản cuộc gọi để bạn liên hệ với trường.  

Bạn muốn mình giúp phần nào tiếp theo?",[],[],none,16.639,0.215,0.0,0.0
105,llm_only,Hồ sơ hỗ trợ chi phí học tập nộp vào lúc nào?,Bạn cần nộp hồ sơ đề nghị hỗ trợ chi phí học tập trong vòng 30 ngày làm việc kể từ khi bắt đầu học kỳ.,"Ngắn gọn: Hồ sơ xin hỗ trợ chi phí học tập tại HCMUTE thường nộp vào thời điểm làm thủ tục nhập học (đối với tân sinh viên) hoặc trong các đợt xét hỗ trợ do Nhà trường/Phòng Công tác Sinh viên thông báo (đối với sinh viên đang học). Thời hạn cụ thể sẽ được thông báo trên website và trong giấy mời nhập học — bạn cần nộp đúng hạn đó.

Chi tiết và hướng dẫn nhanh:
- Tân sinh viên: chuẩn bị và nộp hồ sơ hỗ trợ cùng lúc làm thủ tục nhập học (hoặc ngay sau khi nhập học trong khoảng thời gian Nhà trường quy định).  
- Sinh viên hiện đang học: hồ sơ nộp theo đợt xét cấp hỗ trợ (thường vào đầu học kỳ hoặc theo thông báo riêng của Phòng Công tác Sinh viên).  
- Hồ sơ thường gồm: đơn xin hỗ trợ, giấy xác nhận hộ nghèo/hộ cận nghèo hoặc giấy tờ chứng minh hoàn cảnh khó khăn, sổ hộ khẩu/KT3, CMND/CCCD, giấy tờ chứng minh thu nhập/thuế (nếu có) và các bản sao/ bản chính để đối chiếu.

Nơi nộp và liên hệ:
- Nộp trực tiếp tại Phòng Công tác Sinh viên hoặc Ban Tuyển sinh của Trường; một số đợt có thể cho nộp online — kiểm tra mục “Tuyển sinh / Hỗ trợ sinh viên” trên website chính thức của HCMUTE (hcmute.edu.vn) để biết hướng dẫn, mẫu đơn và thời hạn.  
- Nếu cần, liên hệ trực tiếp Phòng Công tác Sinh viên của Trường để được hướng dẫn chi tiết.

Lời khuyên: kiểm tra thông báo nhập học và mục tin tức tuyển sinh trên website HCMUTE ngay khi bạn nhận được kết quả trúng tuyển, chuẩn bị hồ sơ sớm và nộp trước hoặc đúng hạn để tránh mất quyền lợi hỗ trợ.",[],[],none,18.879,0.328,0.25,0.8436097759763544
106,llm_only,Học bổng khuyến khích học tập dành cho ai?,Học bổng khuyến khích học tập được dành cho những sinh viên hệ chính quy có kết quả học tập và rèn luyện đạt từ loại Khá trở lên.,"Học bổng khuyến khích học tập của HCMUTE dành cho những nhóm đối tượng chính sau:

- Tân sinh viên có thành tích học tập xuất sắc khi xét tuyển vào trường: đạt điểm xét tuyển cao, hoặc đạt các giải học sinh giỏi/thi tay nghề/các cuộc thi học thuật ở cấp tỉnh/quốc gia/quốc tế theo quy định của trường.  
- Sinh viên đang học tại HCMUTE có thành tích học tập tốt: điểm trung bình học kỳ/năm học đạt mức mà quy định học bổng của trường yêu cầu, hoàn thành đủ số tín chỉ, không vi phạm kỷ luật và đáp ứng các điều kiện hành chính khác.  

Lưu ý: Tiêu chí cụ thể (mức điểm, loại giải được chấp nhận, thủ tục đăng ký hay xét tự động, các mức học bổng) thay đổi theo từng năm học và theo quy định của Trường. Để biết điều kiện, mức học bổng và cách đăng ký chính xác cho năm tuyển sinh hoặc học kỳ hiện tại, bạn nên kiểm tra thông báo chính thức trên trang web HCMUTE (www.hcmute.edu.vn) hoặc liên hệ Phòng Công tác Sinh viên/Phòng Đào tạo của trường.",[],[],none,35.501,0.211,0.25,0.0
107,llm_only,Học bổng loại Xuất sắc có giá trị thế nào ạ?,"Giá trị của học bổng loại Xuất sắc bằng 1,3 lần so với mức học bổng dành cho loại Khá.","Chào bạn — mình là trợ lý Tuyển sinh của HCMUTE. Về câu hỏi “Học bổng loại Xuất sắc có giá trị thế nào?” — mình tóm tắt như sau:

1) Một lưu ý quan trọng
- Mỗi năm nhà trường có thể điều chỉnh chính sách và mức hỗ trợ học bổng (tùy vào chỉ tiêu, nguồn kinh phí, từng chương trình/khóa). Vì vậy thông tin chính xác nhất là thông báo tuyển sinh/học bổng của HCMUTE cho năm bạn quan tâm.

2) Mô tả chung về “Học bổng Xuất sắc”
- Thường là học bổng dành cho thí sinh/danh hiệu đạt thành tích rất cao (điểm xét tuyển thuộc nhóm đầu hoặc đạt giải/điểm ưu tú theo tiêu chí).
- Hình thức hỗ trợ phổ biến: miễn/giảm học phí (có thể là 100% cho 1 năm hoặc nhiều năm, hoặc miễn toàn khóa đối với một số suất đặc biệt) hoặc trao một khoản tiền mặt/khen thưởng kết hợp giảm học phí.
- Chi tiết (mức % miễn, số năm áp dụng, điều kiện duy trì) thay đổi theo từng đợt tuyển sinh.

3) Cách kiểm tra thông tin chính xác ngay lúc này
- Xem “Thông tin tuyển sinh” và mục “Học bổng – Hỗ trợ tài chính” trên website chính thức của HCMUTE (thường mục Tuyển sinh/ Học bổng).
- Liên hệ trực tiếp Phòng Tuyển sinh / Phòng Công tác sinh viên của trường để hỏi mức cụ thể cho năm bạn dự tuyển.
- Nếu bạn cho biết năm tuyển sinh hoặc chương trình (VD: đại học chính quy 2026, ngành Cơ khí, v.v.), mình có thể hướng dẫn cụ thể hơn cách tra cứu hoặc soạn email/điện thoại hỏi nhanh.

4) Mình có thể giúp
- Soạn hộ email hoặc kịch bản gọi điện hỏi Phòng Tuyển sinh.
- Nếu bạn muốn, mình sẽ hướng dẫn đường link/điện thoại liên hệ (bạn cho biết có cần số điện thoại không).

Bạn muốn mình soạn email hỏi mức học bổng Xuất sắc cho năm/khóa nào và ngành nào không?",[],[],none,19.557,0.321,0.0,0.0
108,llm_only,Để nhận học bổng loại Khá cần điểm học tập bao nhiêu?,"Để nhận được học bổng loại Khá, bạn cần có điểm trung bình học tập từ 7,0 trở lên và điểm rèn luyện từ 70 trở lên.","Chào bạn. Thông thường tại các trường đại học ở Việt Nam (bao gồm HCMUTE), để được coi là “xếp loại học lực Khá” và đủ điều kiện nhận học bổng loại Khá thì điểm học tập tích lũy trung bình theo thang 10 thường phải đạt từ 6,5 trở lên. 

Lưu ý quan trọng:
- Ngoài điểm trung bình (GPA) còn thường yêu cầu xếp loại rèn luyện (hoạt động) “Tốt”, không có kỷ luật, và đôi khi có điều kiện bổ sung tùy từng loại học bổng (ví dụ vị trí trong lớp/khoa, số lượng suất học bổng).
- Quy định cụ thể (ngưỡng điểm, các điều kiện kèm theo) có thể thay đổi theo từng năm học và từng loại học bổng của Trường.

Để chắc chắn theo quy định hiện hành của HCMUTE, bạn nên kiểm tra mục Học bổng / Tuyển sinh trên website chính thức của Trường hoặc liên hệ Phòng Công tác Sinh viên HCMUTE. Nếu bạn cho biết năm học hoặc tên học bổng cụ thể, mình có thể giúp tra lại thông tin chi tiết hơn.",[],[],none,19.332,0.348,0.0,0.0
109,llm_only,Ưu tiên xét học bổng khuyến khích theo tiêu chí nào trước?,"Nhà trường sẽ ưu tiên xét theo loại học bổng từ A đến C trước, sau đó mới căn cứ đến điểm trung bình học tập.","Chào bạn — là trợ lý Tuyển sinh của HCMUTE, mình trả lời ngắn gọn như sau.

Thông thường, khi xét Học bổng khuyến khích (học bổng theo thành tích) nhà trường ưu tiên xét theo thứ tự tiêu chí sau:

1. Thành tích học thuật/giải thưởng chính thức (ưu tiên nhất): học sinh đạt giải quốc tế, quốc gia, giải cấp tỉnh/thành có liên quan tới môn học hoặc lĩnh vực tuyển sinh.  
2. Điểm tuyển sinh cao: điểm thi THPT quốc gia/thi ĐGNL/điểm xét tuyển (hoặc điểm đánh giá năng lực) — những hồ sơ có điểm trúng tuyển cao hơn được ưu tiên.  
3. Điểm học bạ/GPA lớp 12 (nếu xét theo phương thức học bạ): điểm trung bình càng cao càng có lợi.  
4. Chứng chỉ năng lực, thành tích ngoại khóa chuyên ngành, các hoạt động nghiên cứu/sáng tạo có liên quan.  
5. Các tiêu chí ưu tiên theo chính sách (ví dụ ưu tiên vùng miền, đối tượng chính sách) nếu quy định của chương trình học bổng có đề cập — nhưng các tiêu chí chính vẫn là thành tích và điểm tuyển sinh.

Lưu ý: cơ chế, thứ tự và tiêu chí cụ thể có thể khác nhau tùy từng chương trình học bổng và từng năm tuyển sinh. Để biết tiêu chí chi tiết và danh sách ưu tiên năm nay, bạn vui lòng xem Thông báo Học bổng trên website chính thức của HCMUTE hoặc liên hệ Phòng Tuyển sinh — Truyền thông của trường để được hướng dẫn cụ thể.",[],[],none,17.913,0.219,0.25,0.0
110,llm_only,Học bổng khuyến tài dành cho đối tượng nào ạ?,Học bổng khuyến tài là phần thưởng dành riêng cho các tân sinh viên đạt thành tích là Thủ khoa của ngành.,"Chào bạn. 

Học bổng Khuyến Tài của Trường ĐH Công nghệ Kỹ thuật TP. HCM (HCMUTE) thường dành cho những thí sinh/tân sinh viên có thành tích nổi bật, cụ thể gồm các nhóm chính sau:

- Thí sinh trúng tuyển vào HCMUTE có điểm tuyển sinh rất cao (top ngành/top trường) theo phương thức xét tuyển (kỳ thi THPTQG/Đánh giá năng lực/điểm học bạ tùy năm).  
- Học sinh đạt thành tích học tập xuất sắc ở bậc THPT (ví dụ học lực giỏi, điểm trung bình các năm cao).  
- Học sinh đạt giải học sinh giỏi cấp tỉnh/TP, cấp quốc gia hoặc giải quốc tế trong các môn học liên quan.  
- Thí sinh có thành tích nghiên cứu khoa học, sáng tạo kỹ thuật hoặc giải thưởng năng khiếu, tài năng có liên quan đến ngành học.

Lưu ý:
- Tiêu chí, mức và số lượng học bổng có thể thay đổi theo từng năm học.  
- Thường cần nộp hồ sơ chứng minh (bản sao học bạ, giấy chứng nhận giải, bằng khen, kết quả thi tuyển, v.v.).  
- Một số loại Khuyến Tài hướng tới tân sinh viên, một số có thể xét cho sinh viên đang học nếu duy trì thành tích tốt.

Muốn mình kiểm tra cụ thể tiêu chí và hồ sơ của năm nay trên trang tuyển sinh HCMUTE không? Nếu bạn cho biết tình huống (ví dụ điểm thi/giải thưởng/học bạ), mình sẽ tư vấn khả năng được xét học bổng.",[],[],none,13.705,0.213,0.25,0.0
111,llm_only,Tiêu chuẩn điểm để nhận học bổng khuyến tài là gì?,"Để nhận học bổng khuyến tài, tân sinh viên cần có tổng điểm 3 môn xét tuyển từ 26 điểm trở lên, không tính điểm ưu tiên.","Chào bạn — mình là trợ lý ảo Tuyển sinh HCMUTE. Về câu hỏi: “Tiêu chuẩn điểm để nhận học bổng khuyến tài là gì?”, lưu ý rằng mỗi năm nhà trường có thể cập nhật chính sách và mức điểm/tiêu chí cụ thể, nên dưới đây là tóm tắt chung dựa trên thực tiễn tuyển sinh tại HCMUTE và các trường đại học Việt Nam. Để biết con số chính xác cho năm tuyển sinh hiện tại, bạn nên kiểm tra thông báo chính thức của HCMUTE.

1. Học bổng khuyến tài cho tân sinh viên (theo kết quả xét tuyển)
- Thường dành cho thí sinh có điểm xét tuyển cao nằm trong nhóm đầu của từng ngành/nhóm xét tuyển (ví dụ: top 1–5% hoặc các mức đầu bảng theo từng ngành).
- Áp dụng theo điểm thi tốt nghiệp THPT, điểm học bạ hoặc điểm theo phương thức xét tuyển khác mà thí sinh dùng để trúng tuyển.
- Có thể phân thành nhiều mức (toàn phần, bán phần, hỗ trợ) tùy theo thứ hạng/điểm.

2. Học bổng khuyến tài theo thành tích khác
- Thí sinh đạt giải cấp tỉnh/TP, quốc gia, quốc tế trong các kỳ thi học thuật/năng khiếu liên quan có thể được ưu tiên/suất học bổng.
- Các chứng chỉ năng lực/cup thi, bằng khen có thể được tính căn cứ để cấp học bổng.

3. Học bổng khuyến tài cho sinh viên đang học
- Thường dựa trên điểm trung bình học tập (GPA) mỗi học kỳ/năm học (ví dụ >= 8.0/10 hoặc tương đương) và/hoặc xếp loại học lực Khá/Giỏi.
- Yêu cầu thêm: hoàn thành đủ số tín chỉ, không vi phạm kỷ luật, tham gia các hoạt động học thuật/ngoại khóa tùy yêu cầu.

4. Những điểm cần lưu ý
- Mỗi năm trường sẽ ban hành Quy định học bổng (tiêu chí, số lượng, thời hạn, mức hỗ trợ). Mức điểm cụ thể và số suất thay đổi theo năm và nguồn kinh phí.
- Nếu bạn xét tuyển bằng nhiều phương thức, nhà trường thường công bố điều kiện học bổng tương ứng với từng phương thức (ví dụ: học bạ khác với điểm thi THPT).
- Thí sinh cần nộp hồ sơ/giấy tờ chứng minh (bản sao giải thưởng, chứng nhận…) nếu yêu cầu.

5. Làm gì để biết chính xác?
- Truy cập website chính thức HCMUTE (https://hcmute.edu.vn) mục Tuyển sinh / Học bổng để xem văn bản, thông báo mới nhất.
- Liên hệ Phòng Công tác Sinh viên hoặc Ban Tuyển sinh của trường (hotline/ email trên website) để hỏi trực tiếp nếu cần số điểm cụ thể cho năm bạn đăng ký.

Nếu bạn cho mình biết năm tuyển sinh và phương thức xét tuyển bạn dùng (thi tốt nghiệp THPT, xét học bạ, xét học sinh chuyên/giải…), mình có thể hướng dẫn cụ thể hơn cách kiểm tra điều kiện học bổng khuyến tài tương ứng.",[],[],none,23.455,0.222,0.0,0.0
