qid,pipeline,question,ground_truth_answer,generated_answer,context,retrieved_doc_contents,tool_used,latency_s,latency_cached_s,nv_accuracy,answer_relevancy
10,ablation_no_qe,"Năm 2022, ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt) lấy điểm chuẩn như thế nào?","Vào năm 2022, điểm trúng tuyển cho ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt) là 25.75 điểm.","| ma_nganh | ten_nganh                                           | nam  | diem  | khoa                  |
|----------|------------------------------------------------------|------|-------|-----------------------|
| 7480108V | Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt)        | 2022 | 25.75 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                      ten_nganh   nam   diem                 khoa\n0  7480108V  Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt)  2022  25.75  KHOA ĐIỆN - ĐIỆN TỬ\n1  7480108A   Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh)  2022  25.25  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,15.689,0.191,1.0,0.8214826900446858
11,ablation_no_qe,Xin hỏi điểm chuẩn ngành Sư phạm công nghệ (đào tạo bằng tiếng Việt) năm 2025?,Điểm trúng tuyển ngành Sư phạm công nghệ (đào tạo bằng tiếng Việt) năm 2025 được xác định là 26.79 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7140246V | Sư phạm công nghệ (đào tạo bằng tiếng Việt) | 2025 | 26.79 | VIỆN SƯ PHẠM KỸ THUẬT |","[""   ma_nganh                                    ten_nganh   nam   diem                   khoa\n0  7140246V  Sư phạm công nghệ (đào tạo bằng tiếng Việt)  2025  26.79  VIỆN SƯ PHẠM KỸ THUẬT""]",[],text2sql,15.345,0.21,1.0,0.8154849012607924
12,ablation_no_qe,Ngành Luật (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là bao nhiêu?,"Theo dữ liệu tuyển sinh, ngành Luật (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là 24.73 điểm.","| ma_nganh | ten_nganh | diem | khoa |
|---|---|---:|---|
| 7380101V | Luật (đào tạo bằng tiếng Việt) | 24.73 | KHOA CHÍNH TRỊ VÀ LUẬT |","[""   ma_nganh                       ten_nganh   diem                    khoa\n0  7380101V  Luật (đào tạo bằng tiếng Việt)  24.73  KHOA CHÍNH TRỊ VÀ LUẬT""]",[],text2sql,14.562,0.313,1.0,0.8495040983158088
13,ablation_no_qe,Điểm chuẩn ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt) năm 2023 là bao nhiêu?,Điểm trúng tuyển ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt) năm 2023 là 26.9 điểm.,"| ten_nganh                                              | nam  | diem |
|--------------------------------------------------------|-----:|-----:|
| Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt)        | 2023 | 26.9 |","[""   ma_nganh                                        ten_nganh   nam  diem\n0  7510203V  Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt)  2023  26.9""]",[],text2sql,13.957,0.196,1.0,0.8539848627610641
14,ablation_no_qe,Ngành An toàn thông tin (đào tạo bằng tiếng Việt) năm 2025 yêu cầu mức điểm bao nhiêu?,"Theo bảng điểm, ngành An toàn thông tin (đào tạo bằng tiếng Việt) năm 2025 yêu cầu mức điểm trúng tuyển là 26 điểm.","| ma_nganh  | ten_nganh                                         | nam  | diem | khoa                         |
|-----------|---------------------------------------------------|------:|-----:|------------------------------|
| 7480202V  | An toàn thông tin (đào tạo bằng tiếng Việt)       | 2025 | 26.0 | KHOA CÔNG NGHỆ THÔNG TIN |","[""   ma_nganh                                    ten_nganh   nam  diem                      khoa\n0  7480202V  An toàn thông tin (đào tạo bằng tiếng Việt)  2025  26.0  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,13.657,0.325,1.0,0.7873256503597533
15,ablation_no_qe,Cho biết điểm chuẩn năm 2024 của ngành Sư phạm tiếng Anh (CTĐT Tiếng Việt)?,Điểm trúng tuyển ngành Sư phạm tiếng Anh (CTĐT Tiếng Việt) năm 2024 là 27.5 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---|---|
| 7140231V | Sư phạm tiếng Anh (CTĐT Tiếng Việt) | 2024 | 27.50 |","[""    ma_nganh                                                       ten_nganh   nam   diem\n0   7510205V                       Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt)  2024  25.39\n1   7510205A                        Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh)  2024  24.75\n2   7510206V                      Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Việt)  2024  24.40\n3   7510206A                       Công nghệ kỹ thuật nhiệt (CTĐT Tiếng Anh)  2024  21.00\n4   7510208V                            Năng lượng tái tạo (CTĐT Tiếng Việt)  2024  23.15\n5   7510209V                     Robot và trí tuệ nhân tạo (CTĐT Tiếng Việt)  2024  25.66\n6   7510202V                         Công nghệ chế tạo máy (CTĐT Tiếng Việt)  2024  24.27\n7   7510202A                          Công nghệ chế tạo máy (CTĐT Tiếng Anh)  2024  23.00\n8   7510203V                 Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Việt)  2024  25.45\n9   7510203A                  Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh)  2024  25.10\n10  7510201V                     Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt)  2024  25.10\n11  7510201A                      Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Anh)  2024  24.25\n12  7520117V                          Kỹ thuật công nghiệp (CTĐT Tiếng Việt)  2024  23.88\n13  7549002V                        Kỹ nghệ gỗ và nội thất (CTĐT Tiếng Việt)  2024  20.50\n14  7480201V                           Công nghệ thông tin (CTĐT Tiếng Việt)  2024  25.97\n15  7480201A                            Công nghệ thông tin (CTĐT Tiếng Anh)  2024  25.65\n16  7480202V                             An toàn Thông tin (CTĐT Tiếng Việt)  2024  24.89\n17  7480203V                              Kỹ thuật dữ liệu (CTĐT Tiếng Việt)  2024  24.05\n18  7510301V              Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Việt)  2024  25.12\n19  7510301A               Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh)  2024  24.50\n20  7510302V        Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt)  2024  25.15\n21  7510302A         Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh)  2024  24.35\n22  7480108V                   Công nghệ kỹ thuật máy tính (CTĐT Tiếng Việt)  2024  25.50\n23  7480108A                    Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh)  2024  25.40\n24  7510303V  Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Việt)  2024  26.14\n25  7510303A   Công nghệ kỹ thuật điều khiển và tự động hóa (CTĐT Tiếng Anh)  2024  25.35\n26  7520212V              Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt)  2024  24.15\n27  7480118V                     Hệ thống nhúng và IoT (CTĐT Tiếng Việt)  2024  25.65\n28  7520220V                     Kỹ thuật Thiết kế vi mạch (CTĐT Tiếng Việt)  2024  25.95\n29  7540101V                           Công nghệ thực phẩm (CTĐT Tiếng Việt)  2024  24.20\n30  7540101A                            Công nghệ thực phẩm (CTĐT Tiếng Anh)  2024  22.50\n31  7510406V                 Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt)  2024  22.00\n32  7510401V                    Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt)  2024  24.90\n33  7510601V                           Quản lý công nghiệp (CTĐT Tiếng Việt)  2024  24.20\n34  7510601A                            Quản lý công nghiệp (CTĐT Tiếng Anh)  2024  23.05\n35  7340301V                                       Kế toán (CTĐT Tiếng Việt)  2024  22.75\n36  7340122V                            Thương mại điện tử (CTĐT Tiếng Việt)  2024  23.00\n37  7510605V            Logistic và quản lý chuỗi cung ứng (CTĐT Tiếng Việt)  2024  25.21\n38  7340120V                            Kinh doanh Quốc tế (CTĐT Tiếng Việt)  2024  22.75\n39  7540209V                                 Công nghệ may (CTĐT Tiếng Việt)  2024  21.41\n40  7810202V          Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt)  2024  23.27\n41  7210404V                           Thiết kế thời trang (CTĐT Tiếng Việt)  2024  24.80\n42  7510102V        Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Việt)  2024  23.05\n43  7510102A         Công nghệ kỹ thuật công trình xây dựng (CTĐT Tiếng Anh)  2024  21.00\n44  7580205V       Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt)  2024  21.55\n45  7580302V                              Quản lý xây dựng (CTĐT Tiếng Việt)  2024  22.17\n46  7510106V         Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt)  2024  22.22\n47  7840110V                   Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt)  2024  21.22\n48  7580101V                                     Kiến trúc (CTĐT Tiếng Việt)  2024  22.97\n49  7580103V                          Kiến trúc nội thất (CTĐT Tiếng Việt)  2024  22.77\n50  7510801V                         Công nghệ kỹ thuật in (CTĐT Tiếng Việt)  2024  22.00\n51  7210403V                               Thiết kế đồ họa (CTĐT Tiếng Việt)  2024  26.50\n52  7140231V                             Sư phạm tiếng Anh (CTĐT Tiếng Việt)  2024  27.50\n53  7220201V                                  Ngôn ngữ Anh (CTĐT Tiếng Việt)  2024  24.57\n54  7510402V                            Công nghệ vật liệu (CTĐT Tiếng Việt)  2024  23.33\n55  7380101V                                          Luật (CTĐT Tiếng Việt)  2024  25.12\n56  7140246V                             Sư phạm Công nghệ (CTĐT Tiếng Việt)  2024  24.15\n57  7310403V                       Tâm lý học giáo dục (CTĐT Tiếng Việt)  2024  25.15""]",[],text2sql,19.049,0.21,1.0,0.8145002064457133
16,ablation_no_qe,Ngành Vật lý kỹ thuật (định hướng công nghệ bán dẫn...) (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,"Ngành Vật lý kỹ thuật (định hướng công nghệ bán dẫn và cảm biến, đo lường) năm 2025 có điểm chuẩn là 28.65 điểm.","| ma_nganh | ten_nganh | diem | khoa |
|---|---|---:|---|
| 7520401V | Vật lý kỹ thuật (định hướng công nghệ bán dẫn và cảm biến, đo lường) (đào tạo bằng tiếng Việt) | 28.65 | KHOA KHOA HỌC ỨNG DỤNG |","[""   ma_nganh                                                                                       ten_nganh   diem                    khoa\n0  7520401V  Vật lý kỹ thuật (định hướng công nghệ bán dẫn và cảm biến, đo lường) (đào tạo bằng tiếng Việt)  28.65  KHOA KHOA HỌC ỨNG DỤNG""]",[],text2sql,16.097,0.201,1.0,0.8015409726174223
17,ablation_no_qe,Mức điểm chuẩn của ngành Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,"Theo dữ liệu, điểm trúng tuyển ngành Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Việt) năm 2025 là 28.35 điểm.","| ma_nganh  | ten_nganh                                                        | nam  | diem  | khoa                                      |
|-----------|------------------------------------------------------------------|------|-------|-------------------------------------------|
| 7510401V  | Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Việt)              | 2025 | 28.35 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM |","[""   ma_nganh                                             ten_nganh   nam   diem                                 khoa\n0  7510401A   Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Anh)  2025  24.10  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n1  7510401V  Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Việt)  2025  28.35  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,13.76,0.193,1.0,0.8138943391990122
18,ablation_no_qe,Ngành Kỹ thuật dữ liệu (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn bao nhiêu?,Điểm trúng tuyển của ngành Kỹ thuật dữ liệu (đào tạo bằng tiếng Việt) năm 2025 được công bố là 26.1 điểm.,"| ma_nganh  | ten_nganh                                   | nam  | diem | khoa                         |
|-----------|----------------------------------------------|------|------|------------------------------|
| 7480203V  | Kỹ thuật dữ liệu (đào tạo bằng tiếng Việt)   | 2025 | 26.1 | KHOA CÔNG NGHỆ THÔNG TIN |","[""   ma_nganh                                   ten_nganh   nam  diem                      khoa\n0  7480203V  Kỹ thuật dữ liệu (đào tạo bằng tiếng Việt)  2025  26.1  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,12.38,0.321,1.0,0.8258391089638059
19,ablation_no_qe,"Năm 2024, ngành Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Theo thông tin tuyển sinh, ngành Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) năm 2024 có điểm chuẩn là 22.22 điểm.","| ten_nganh | nam | diem |
|---|---:|---:|
| Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt) | 2024 | 22.22 |","[""   ma_nganh                                                ten_nganh   nam   diem\n0  7510106V  Hệ thống kỹ thuật công trình xây dựng (CTĐT Tiếng Việt)  2024  22.22""]",[],text2sql,13.579,0.197,1.0,0.825689953482679
20,ablation_no_qe,Ngành Công nghệ Kỹ thuật cơ khí (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là bao nhiêu?,Điểm trúng tuyển của ngành Công nghệ Kỹ thuật cơ khí (đào tạo bằng tiếng Việt) năm 2025 là 26.45 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510201V | Công nghệ Kỹ thuật cơ khí (đào tạo bằng tiếng Việt) | 2025 | 26.45 |","[""     ma_nganh                                                                                                   ten_nganh   nam   diem\n0    7510201A                                                          Công nghệ Kỹ thuật cơ khí (đào tạo bằng tiếng Anh)  2025  23.64\n1   7510201BP                                                Công nghệ Kỹ thuật cơ khí (đào tạo tại phân hiệu Bình Phước)  2025  23.37\n2  7510201TDA  Chương trình đào tạo Cơ khí – Tự động Hóa (thuộc ngành Công nghệ Kỹ thuật Cơ khí) (đào tạo bằng tiếng Anh)  2025  23.37\n3    7510201V                                                         Công nghệ Kỹ thuật cơ khí (đào tạo bằng tiếng Việt)  2025  26.45""]",[],text2sql,18.305,0.324,1.0,0.8231620805134282
21,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Ngôn ngữ Anh (đào tạo bằng tiếng Việt) năm 2025?,"Theo dữ liệu, điểm trúng tuyển ngành Ngôn ngữ Anh (đào tạo bằng tiếng Việt) năm 2025 là 26.6 điểm.","| ma_nganh  | ten_nganh                                   | nam  | diem | khoa            |
|-----------|---------------------------------------------|------|------|-----------------|
| 7220201V  | Ngôn ngữ Anh (đào tạo bằng tiếng Việt)      | 2025 | 26.6 | KHOA NGOẠI NGỮ |","[""    ma_nganh                                        ten_nganh   nam  diem            khoa\n0  7220201BP  Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước)  2025  24.0  KHOA NGOẠI NGỮ\n1   7220201V           Ngôn ngữ Anh (đào tạo bằng tiếng Việt)  2025  26.6  KHOA NGOẠI NGỮ""]",[],text2sql,13.7,0.2,1.0,0.8229743587635273
22,ablation_no_qe,"Năm 2023, điểm trúng tuyển ngành Kỹ thuật dữ liệu (CTĐT Tiếng Việt) là bao nhiêu?",Điểm trúng tuyển của ngành Kỹ thuật dữ liệu (CTĐT Tiếng Việt) vào năm 2023 là 26.81 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Kỹ thuật dữ liệu (CTĐT Tiếng Việt) | 2023 | 26.81 |","[""   ma_nganh                           ten_nganh   nam   diem                      khoa\n0  7480203V  Kỹ thuật dữ liệu (CTĐT Tiếng Việt)  2023  26.81  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,16.496,0.205,1.0,0.8046324398913022
23,ablation_no_qe,Ngành Công nghệ thông tin (đào tạo tại phân hiệu Bình Phước) năm 2025 lấy bao nhiêu điểm?,"Theo bảng điểm chuẩn, ngành Công nghệ thông tin (đào tạo tại phân hiệu Bình Phước) năm 2025 là 24.75 điểm.","| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ thông tin (đào tạo tại phân hiệu Bình Phước) | 2025 | 24.75 |","[""    ma_nganh                                               ten_nganh   nam   diem                      khoa\n0  7480201BP  Công nghệ thông tin (đào tạo tại phân hiệu Bình Phước)  2025  24.75  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,16.721,0.332,1.0,0.8993718348618801
24,ablation_no_qe,Điểm chuẩn ngành Kế toán (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,"Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Kế toán (đào tạo bằng tiếng Việt) năm 2025 là 23.65 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7340301V | Kế toán (đào tạo bằng tiếng Việt) | 2025 | 23.65 | KHOA KINH TẾ |","[""    ma_nganh                                   ten_nganh   nam   diem          khoa\n0   7340301A            Kế toán (đào tạo bằng tiếng Anh)  2025  23.65  KHOA KINH TẾ\n1  7340301BP  Kế toán (đào tạo tại phân hiệu Bình Phước)  2025  23.55  KHOA KINH TẾ\n2   7340301V           Kế toán (đào tạo bằng tiếng Việt)  2025  23.65  KHOA KINH TẾ""]",[],text2sql,13.706,0.209,1.0,0.8366219075070229
25,ablation_no_qe,"Năm 2024, điểm chuẩn ngành Công nghệ Kỹ thuật in (CTĐT Tiếng Việt) là bao nhiêu?","Trong năm 2024, ngành Công nghệ kỹ thuật in (CTĐT Tiếng Việt) có mức điểm chuẩn là 22 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
| --- | --- | ---: | ---: | --- |
| 7510801V | Công nghệ kỹ thuật in (CTĐT Tiếng Việt) | 2024 | 22.0 | KHOA IN VÀ TRUYỀN THÔNG |","[""   ma_nganh                                ten_nganh   nam  diem                     khoa\n0  7510801V  Công nghệ kỹ thuật in (CTĐT Tiếng Việt)  2024  22.0  KHOA IN VÀ TRUYỀN THÔNG""]",[],text2sql,15.182,0.197,1.0,0.8308785197787917
26,ablation_no_qe,Ngành Quản trị kinh doanh (đào tạo bằng tiếng Việt) năm 2025 lấy điểm chuẩn bao nhiêu?,Ngành Quản trị kinh doanh (đào tạo bằng tiếng Việt) năm 2025 lấy điểm trúng tuyển là 24.74 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7340101V | Quản trị kinh doanh (đào tạo bằng tiếng Việt) | 2025 | 24.74 | KHOA KINH TẾ |","[""   ma_nganh                                      ten_nganh   nam   diem          khoa\n0  7340101V  Quản trị kinh doanh (đào tạo bằng tiếng Việt)  2025  24.74  KHOA KINH TẾ""]",[],text2sql,13.708,0.193,1.0,0.8266008725102116
